subject,run_rank,mode,channel,std,mad,ptp,line_length,near_flat_ratio,hf_ratio
51,2,raw,F8,7.89077464790871e-05,3.939999866485596e-05,0.0012566000366210936,4.234028284728808e-06,0.007715832288449188,0.39540033751853904
51,2,raw,FC5,6.480231169438383e-05,3.0000001430511475e-05,0.0014435999755859374,5.631591052470026e-06,0.006676809688369675,0.18468556408407688
51,2,raw,FC1,6.229670275578454e-05,2.880000019073486e-05,0.0010975,3.32562190223246e-06,0.01015474479341876,0.09806248276592912
51,2,raw,FC2,6.106146885552674e-05,2.8599999666213986e-05,0.00073,3.068043800690975e-06,0.0071424202575002295,0.09562390850709025
51,2,raw,FC6,6.697768779392727e-05,2.9899997711181643e-05,0.001119199981689453,4.726055249326208e-06,0.004242484479647696,0.21567713082541876
51,2,raw,T7,5.8117148201222364e-05,2.6700000762939454e-05,0.001418000061035156,4.030530314234475e-06,0.006628643077769962,0.14703181117923236
51,2,raw,C3,5.9226550874259815e-05,2.849999809265137e-05,0.002084300048828125,3.903446745769266e-06,0.008821370684118781,0.13158618805217007
51,2,raw,Cz,5.7351493208468167e-05,2.719999980926513e-05,0.0008317999877929688,3.2466723355827145e-06,0.009462063060032416,0.09932361534876308
51,2,raw,C4,5.507498428198325e-05,2.549999952316284e-05,0.000749,3.36051015190346e-06,0.010865775711795467,0.11719961383790359
51,2,raw,T8,6.0227978251782576e-05,2.7199999570846556e-05,0.001116699981689453,4.723163263016403e-06,0.01036881861830637,0.5301185879985331
51,2,raw,TP9,8.595269450297772e-05,4.319999885559082e-05,0.0014681999511718749,3.892204803714239e-06,0.006578947368421052,0.09536429645679334
51,2,raw,CP5,5.8267049860154955e-05,2.940000057220459e-05,0.002006899963378906,3.9621956812145906e-06,0.009940670968531148,0.12075679958436757
51,2,raw,CP1,5.542079162786231e-05,2.620000171661377e-05,0.0009856000061035156,3.1488509183597066e-06,0.010192207712774091,0.09505267342929442
51,2,raw,CP2,5.47059953186037e-05,2.5399999618530273e-05,0.0007468999938964843,3.0821632021242517e-06,0.010063763417841523,0.09543598482736093
51,2,raw,CP6,5.096522816178066e-05,2.3399999618530275e-05,0.0007151999816894532,4.009873476766656e-06,0.0054711153246276645,0.18240985389075615
51,2,raw,TP10,5.373970120879529e-05,2.7600000381469724e-05,0.0006831000061035155,3.4890596688823263e-06,0.010251078014618184,0.11582846292650593
51,2,raw,P7,6.749090171253081e-05,3.470000457763672e-05,0.001307699981689453,5.722576547339809e-06,0.004617878222575614,0.14856649192540825
51,2,raw,P3,6.126902380276332e-05,3.219999885559082e-05,0.000979,3.5048360075120553e-06,0.007677604819719257,0.09481809327130597
51,2,raw,Pz,5.434946065492874e-05,2.5200001716613772e-05,0.0007926000061035156,3.1165356868693e-06,0.011423896755252454,0.09030704532746739
51,2,raw,P4,5.086121028509578e-05,2.3399999618530272e-05,0.0007103000030517577,3.338461986325007e-06,0.010327532952078045,0.10213643532231224
51,2,raw,P8,5.409376768229574e-05,2.869999885559082e-05,0.0008608999938964844,4.189822310893046e-06,0.0037569956267775773,0.17428686250802744
51,2,raw,PO9,0.00010984186141236178,4.1000000953674314e-05,0.0027564000549316404,4.586076018024205e-06,0.006445151227866296,0.0925878960438186
51,2,raw,O1,8.188535876845206e-05,3.4400000572204586e-05,0.002052199981689453,4.0492559006756765e-06,0.007305269274289734,0.10400471269680646
51,2,raw,Oz,0.00011186070898035827,3.4600000381469725e-05,0.0031342000427246096,3.994000961101416e-06,0.0075965625860118045,0.0925710420549371
51,2,raw,O2,5.5644080971717685e-05,3.25e-05,0.000853199981689453,3.7461295800584886e-06,0.00951022967063213,0.10873815084672339
51,2,raw,PO10,5.4657053390905583e-05,2.69000015258789e-05,0.0009356999816894532,3.768420799656273e-06,0.005663017217651916,0.10873214410135386
51,2,raw,FC3,6.475236283909734e-05,2.859999847412109e-05,0.0021205999755859375,4.614007168015936e-06,0.006666105997125294,0.1635147728873732
51,2,raw,FC4,6.119029116172987e-05,2.8699999809265138e-05,0.0009701000061035156,3.6341523680434484e-06,0.009131777730205817,0.15344533012183023
51,2,raw,C5,5.784173497596574e-05,2.6199999332427977e-05,0.0011482999877929687,5.684323208403242e-06,0.0064627358634820635,0.1840777124326772
51,2,raw,C1,5.706216809830469e-05,2.7699999809265137e-05,0.0011107000122070312,3.4903435023114725e-06,0.009871861524817272,0.09930905195425317
51,2,raw,C2,5.698859299763118e-05,2.760000228881836e-05,0.0007307000122070312,3.080267192601754e-06,0.00829230251689654,0.09791326230922553
51,2,raw,C6,5.29651716935851e-05,2.420000004768371e-05,0.0007162999877929687,4.062199961321383e-06,0.009472002201902198,0.14939976867301702
51,2,raw,CP3,5.5189200392171664e-05,2.729999828338623e-05,0.0014385000000000001,3.4322599561321077e-06,0.010377228661426955,0.10465954642454596
51,2,raw,CPz,5.4748734743748094e-05,2.5300001144409174e-05,0.000812,3.0593114147006756e-06,0.010237316125875409,0.09373370485223738
51,2,raw,CP4,5.253849056229829e-05,2.4e-05,0.0007033999938964844,3.617154052919997e-06,0.011439187742744427,0.1057943210621259
51,2,raw,P1,0.0006109931691680278,7.449999237060546e-05,0.0065535,4.41903858611482e-06,0.0025696504480259333,0.06998470152889556
51,2,raw,P2,5.168394961095753e-05,2.4700000762939453e-05,0.0007285,3.124772182314972e-06,0.009661610446802655,0.09361001828026762
51,2,raw,POz,5.0940760632644344e-05,2.400000190734863e-05,0.0007355,3.607237228819443e-06,0.011990427841830026,0.09055845324311615
51,2,raw,FT9,5.9624655934782087e-05,3.0499998092651368e-05,0.001617700012207031,3.617160707026687e-06,0.010294657328970305,0.10474383500861296
51,2,raw,FTT9h,6.018079683415225e-05,2.8400001525878906e-05,0.0016579000244140623,3.7572127288869267e-06,0.009426129239426283,0.11537765448926694
51,2,raw,TTP7h,5.577638869829587e-05,2.959999847412109e-05,0.001415200012207031,4.97408794715142e-06,0.009631793021193309,0.16886170637340944
51,2,raw,TP7,6.664650554747262e-05,3.329999923706055e-05,0.0009383000183105469,4.992538376416334e-06,0.00838634208997217,0.23693996543658757
51,2,raw,TPP9h,5.775306151138069e-05,3.099999618530273e-05,0.0009271000061035156,4.909099906027058e-06,0.004969570934890975,0.12554089509588903
51,2,raw,FT10,5.337525049928514e-05,2.5499999046325682e-05,0.0007436000061035156,3.342492309216659e-06,0.01067234472002202,0.12933182947799515
51,2,raw,FTT10h,5.623032127534312e-05,2.9599998474121094e-05,0.0008007000122070313,3.828572681899822e-06,0.006133979632404661,0.14594732524981427
51,2,raw,TPP8h,5.168840609623722e-05,2.410000038146972e-05,0.0007087000122070312,4.284998991937427e-06,0.007170708584360378,0.13936234799653296
51,2,raw,TP8,5.402092759967039e-05,2.7799999237060546e-05,0.0008223999938964843,7.284384602389225e-06,0.009189118933300712,1.2222987937423846
51,2,raw,TPP10h,5.151321995353433e-05,2.6900001525878907e-05,0.0007351999816894531,4.443235834636799e-06,0.007783877182788465,0.16981556228407865
51,2,raw,F9,6.986489415310344e-05,3.510000038146973e-05,0.0016652000122070313,3.812562547241607e-06,0.007310621119911924,0.0819752070060537
51,2,raw,F10,6.209799446779472e-05,2.9200000762939454e-05,0.0007988999938964844,3.123450963818512e-06,0.00740083794611456,0.07330626503319443
51,2,raw,AF7,0.00011278189588923217,5.160000133514404e-05,0.0015604000244140623,4.070768352750565e-06,0.005040674026728646,0.08692545348294875
51,2,raw,AF3,0.00010247222074051746,5.5500000715255736e-05,0.0009346000061035155,4.69459448556524e-06,0.005284565277225603,0.12926990413447967
51,2,raw,AF4,0.00010144278041699806,4.6900001525878905e-05,0.0008406999816894531,4.412396109162947e-06,0.0015642680204287593,0.08869284429142427
51,2,raw,AF8,0.00015075632641476316,5.3599999427795405e-05,0.0028350999450683593,4.239485264995095e-06,0.006023119973087862,0.17252456494684357
51,2,raw,PO3,5.551662122716389e-05,2.9200000762939454e-05,0.0008097000122070312,3.5786221123775494e-06,0.0034611150188079147,0.0887567404039662
51,2,raw,PO4,4.9670145465431554e-05,2.6000001907348633e-05,0.0007185,3.5328000321906015e-06,0.010744976910608887,0.09677204905734217
53,1,raw,Fp1,0.000127361694688318,4.390000152587891e-05,0.001002300018310547,3.5893768305003685e-06,0.005618761958938822,0.01670425781356641
53,1,raw,Fp2,3.153985203512706e-06,1.4999999999999992e-06,2.699999856948852e-05,2.662645229255292e-07,0.0,0.16843176108889993
53,1,raw,F7,5.049942561027917e-05,2.190000057220459e-05,0.001356699981689453,4.403367574301155e-06,0.01395705124890107,0.10626612122257678
53,1,raw,F3,4.8830088673585454e-05,2.3100000381469723e-05,0.001021699981689453,3.6584342574465003e-06,0.011468299115684956,0.09256159396110336
53,1,raw,Fz,5.508491224858934e-05,3.0199999809265133e-05,0.0007681000061035156,3.5335217038777648e-06,0.008350571443346952,0.07026201784127102
53,1,raw,F4,5.305115235338415e-05,2.6799999237060546e-05,0.0009778999938964842,3.950916283338914e-06,0.004961989967419972,0.09633537545924321
53,1,raw,F8,5.5745248416245456e-05,2.350000035762787e-05,0.0016511999511718749,4.679814590708764e-06,0.011862620882246471,0.07546599838594752
53,1,raw,FC5,3.844371354964359e-05,1.890000152587891e-05,0.001778199951171875,4.591860222527955e-06,0.0011946010239437348,0.1758866670438346
53,1,raw,FC1,3.984745790534103e-05,2.240000057220459e-05,0.0006365000152587889,3.5377214922662064e-06,0.01063375911465067,0.10739586047049997
53,1,raw,FC2,4.631165957859199e-05,2.9899999976158145e-05,0.0007928999938964843,3.580632131260367e-06,0.00894851838444433,0.0993942952174078
53,1,raw,FC6,3.866868580065343e-05,1.940000081062317e-05,0.0012794999999999998,5.284116062789798e-06,0.014489062419196359,0.163482047601837
53,1,raw,T7,3.4355606482740336e-05,1.8300001144409177e-05,0.0012283999938964842,6.074656018306495e-06,0.012154160417851787,0.4099364765382302
53,1,raw,C3,3.303847124610826e-05,1.8700000762939456e-05,0.0009875999755859374,3.931411174444449e-06,0.006448776956094534,0.14074265987545026
53,1,raw,Cz,5.426998520602692e-05,3.5699999809265135e-05,0.0006583000183105468,3.5362236508251843e-06,0.005492061850338729,0.10600135470319037
53,1,raw,C4,3.47100788186457e-05,1.95e-05,0.0018217000122070313,4.250860753096054e-06,0.012640275120235817,0.1683323095904201
53,1,raw,T8,3.639297005631083e-05,1.969999980926514e-05,0.0018452000122070311,8.487421063724811e-06,0.01220587474789264,0.6074659891526859
53,1,raw,TP9,3.0311579255880568e-05,1.5899999618530273e-05,0.0005358999938964844,4.128762365791553e-06,0.010447587526503594,0.13302230355851302
53,1,raw,CP5,2.9260425418954466e-05,1.6100000381469726e-05,0.0010975,4.137879867748071e-06,0.01566168485287273,0.11895119007035011
53,1,raw,CP1,3.4254717413713764e-05,1.9799999237060545e-05,0.0005479999999999999,3.8092070306011886e-06,0.013008093292651395,0.10935719585286643
53,1,raw,CP2,3.310416385629103e-05,1.9299999237060546e-05,0.0008288000183105469,3.7732487406906596e-06,0.009001525572736205,0.11523718012916703
53,1,raw,CP6,3.16180921207229e-05,1.7600002288818353e-05,0.0012454000244140624,4.424656116905645e-06,0.0024098877799038116,0.14495877855293499
53,1,raw,TP10,5.1079299444089855e-05,2.7699998855590816e-05,0.0008202999877929688,4.183537962569504e-06,0.009428815224698763,0.1502789442146229
53,1,raw,P7,3.07815135945377e-05,1.7799999237060537e-05,0.0005594999999999999,3.989844719478776e-06,0.0027053058902621915,0.07813749471982441
53,1,raw,P3,3.349316688496957e-05,1.8000000238418576e-05,0.0005616999816894532,3.68610098944604e-06,0.015436727517195015,0.0858452853368048
53,1,raw,Pz,3.239952070474796e-05,1.909999847412109e-05,0.0005682999877929687,3.575309752907578e-06,0.005073822206133319,0.0982278034453333
53,1,raw,P4,3.0015046935689344e-05,1.7599999666213986e-05,0.0008563999938964843,4.063048213728624e-06,0.015605445518953301,0.09743410523495225
53,1,raw,P8,3.822650418870924e-05,2.089999771118164e-05,0.0008465,3.928394158114348e-06,0.0054623261105652375,0.08512428754169381
53,1,raw,PO9,4.4166734481502206e-05,2.3499999284744263e-05,0.0008136000061035155,5.561586311347547e-06,0.009170890003620003,0.12345850281417906
53,1,raw,O1,3.241452067737865e-05,1.8400000572204593e-05,0.0006287999877929687,4.36974393036992e-06,0.01193825308993122,0.0895451159608247
53,1,raw,Oz,3.0536026784247645e-05,1.709999942779541e-05,0.0006697999877929687,4.2996950131335814e-06,0.014043026322593992,0.10214462147217603
53,1,raw,O2,3.291416251082816e-05,1.9100002288818356e-05,0.0006327000122070312,4.210999580212678e-06,0.004786807674406578,0.07613932888847934
53,1,raw,PO10,3.2704924737161036e-05,1.770000076293946e-05,0.0006728999938964843,4.422476485139676e-06,0.0038520711589181363,0.09614419682640561
53,1,raw,FC3,4.2623740541100475e-05,2.5000000476837158e-05,0.0012807999877929687,3.941680872512396e-06,0.011037777318094844,0.14283013528821423
53,1,raw,FC4,5.028090862288427e-05,3.089999997615814e-05,0.0015025,4.1206538768655256e-06,0.007223199048456327,0.13410764791652333
53,1,raw,C5,3.5541290971389646e-05,2.010000038146973e-05,0.0011955,4.9584289574596515e-06,0.004963282825670994,0.1816760629627849
53,1,raw,C1,3.377581681182929e-05,1.930000019073486e-05,0.0005597999877929687,3.7594524479083295e-06,0.010079769354088018,0.11447376033043834
53,1,raw,C2,4.452971257975324e-05,2.8800001144409178e-05,0.0008488000183105469,3.6456642346338578e-06,0.007896131768112944,0.11254084403941461
53,1,raw,C6,3.244391293734087e-05,1.7299999237060545e-05,0.0012702999877929689,5.607570013967102e-06,0.006499844857009877,0.26565761571521074
53,1,raw,CP3,4.437534380813101e-05,2.7799999237060546e-05,0.0006585999908447265,4.0899151176939784e-06,0.009647954698246884,0.11340011188991486
53,1,raw,CPz,3.32481359027011e-05,1.920000076293945e-05,0.0005901000061035156,3.5569101693806343e-06,0.011126338108289807,0.10819857856445854
53,1,raw,CP4,5.407420025828393e-05,3.6299999237060546e-05,0.0012268000183105468,4.218813362209456e-06,0.0069407095206081605,0.13363742615056756
53,1,raw,P1,3.02239272645456e-05,1.7600002288818353e-05,0.0005485999908447266,3.5865633812384357e-06,0.001449940528520453,0.09572402796888686
53,1,raw,P2,3.465467539857335e-05,2.1299999237060547e-05,0.0006677999877929687,3.642866550706936e-06,0.002850106014376584,0.09783112213681178
53,1,raw,POz,4.300910549235341e-05,3.0399998664855955e-05,0.0005326000061035155,3.7152537985079044e-06,0.008207710606609091,0.08171436153389654
53,1,raw,FT9,4.601505803067197e-05,1.759999942779541e-05,0.0017017000122070312,4.5125459036864564e-06,0.005544422609505094,0.13884378419057114
53,1,raw,FTT9h,4.286705006807731e-05,1.7700000762939445e-05,0.0015538999633789062,4.930332864717857e-06,0.002358819878988468,0.15467370696047505
53,1,raw,TTP7h,3.182395956396268e-05,1.7900001525878905e-05,0.0009133999938964843,4.706972710303226e-06,0.007936210373894605,0.14605381637150988
53,1,raw,TP7,2.8689818479909427e-05,1.5499999999999997e-05,0.0007312000122070312,4.071147975229459e-06,0.007826963851683301,0.10455291525423219
53,1,raw,TPP9h,3.0288710864877293e-05,1.669999885559082e-05,0.000474,4.016807361269755e-06,0.0027983916843357295,0.09806616782755588
53,1,raw,FT10,3.6196156648918816e-05,1.740000057220459e-05,0.0009023999938964843,4.368209369908637e-06,0.016663649997414282,0.13541291189270044
53,1,raw,FTT10h,3.3466293635165575e-05,1.9e-05,0.000810699981689453,5.449472156407823e-06,0.014142576407922635,0.17728531588209953
53,1,raw,TPP8h,3.215944892755117e-05,1.7100002288818355e-05,0.001485800048828125,7.982109609831471e-06,0.0030362776025236594,0.30625605749085166
53,1,raw,TP8,3.39371621655429e-05,1.989999961853027e-05,0.0012274000244140624,4.718137456936102e-06,0.007817913843926152,0.15047256980503187
53,1,raw,TPP10h,2.9364902715615483e-05,1.6600002288818363e-05,0.0006644999999999999,4.178978432576455e-06,0.0052877902466773544,0.11113990744678715
53,1,raw,F9,4.878544974765113e-05,1.94000015258789e-05,0.0010872999877929686,4.285011432444943e-06,0.006519237730775198,0.07687498734653382
53,1,raw,F10,6.0985858656272556e-05,2.2000000953674313e-05,0.0012573999633789061,4.268965821667317e-06,0.00785411387495475,0.05538140806773385
53,1,raw,AF7,8.928814986395197e-05,3.360000228881835e-05,0.0011737999877929686,3.791498415617668e-06,0.00555024047163469,0.03170289181542869
53,1,raw,AF3,7.650067362622593e-05,3.2400001525878905e-05,0.0007902999877929687,3.5588635486426687e-06,0.009297590112220096,0.04187077347345617
53,1,raw,AF4,7.355012701912871e-05,3.150000762939453e-05,0.0008087999725341797,4.088686584193171e-06,0.00024111806381548327,0.0470418504378696
53,1,raw,AF8,0.0001316516776139693,4.19000015258789e-05,0.0028376999511718747,4.06947553515672e-06,0.006554144903552775,0.030008332117029374
53,1,raw,PO3,3.23059303626396e-05,1.9e-05,0.0005019000091552733,3.8319280605872245e-06,0.003022702590887935,0.07202663004785186
53,1,raw,PO4,3.2574307586103706e-05,1.919999885559082e-05,0.0005509000244140625,3.88651683705365e-06,0.007004706004033718,0.06376119548868395
53,2,raw,Fp1,0.00014725567582101447,4.350000143051147e-05,0.0027805,4.239714793045692e-06,0.006173268309280104,0.03388731076429956
53,2,raw,Fp2,0.00018031485744808093,4.95e-05,0.0031110999755859375,4.7143527705556025e-06,0.001950012759080212,0.05040424920042977
53,2,raw,F7,9.845134594670501e-05,2.290000057220459e-05,0.0037739999999999996,4.441485684047142e-06,0.012394737588250306,0.13263361588222156
53,2,raw,F3,9.911461496412297e-05,2.2999999999999997e-05,0.0026712000732421874,4.086481894235449e-06,0.007695143043465933,0.10893334328489254
53,2,raw,Fz,0.00011006891979553525,4.080000019073486e-05,0.002650099975585937,3.580301312076286e-06,0.005839405710397233,0.05451711859281681
53,2,raw,F4,0.00010612714713327707,2.749999618530274e-05,0.0027530000000000002,4.415433671107675e-06,0.0032252119424990783,0.12345227711871966
53,2,raw,F8,0.0001576534409910325,2.6200000762939452e-05,0.004656699951171875,4.60861167621713e-06,0.0072946496923644,0.05958040975980853
53,2,raw,FC5,9.507184162732417e-05,2.0100000381469725e-05,0.0035333000488281248,4.4817405343776925e-06,0.006917547988318353,0.15750344400790214
53,2,raw,FC1,0.0001057877846213401,2.849999904632568e-05,0.0026880999755859378,3.6470924523178575e-06,0.010339107998525618,0.07917225625661745
53,2,raw,FC2,0.00010275589592252576,3.419999980926513e-05,0.0026577999267578126,3.7541582201764925e-06,0.007213133346564972,0.08540784208851157
53,2,raw,FC6,9.755829134327282e-05,2.3099999904632566e-05,0.0029270999755859374,4.943053494107737e-06,0.009046896708157306,0.08210295127104532
53,2,raw,T7,9.552729667864494e-05,2.2199998855590818e-05,0.0034867000732421876,5.963731793312411e-06,0.006845246533783209,0.2569152782085667
53,2,raw,C3,9.701683705119212e-05,2.599999809265136e-05,0.0026837999267578126,3.932875706192577e-06,0.0109472908219683,0.1323967709718982
53,2,raw,Cz,9.593179513457469e-05,2.489999961853027e-05,0.0026977999267578127,3.6613507323486343e-06,0.010952961524284783,0.06705833011900669
53,2,raw,C4,9.779904599328713e-05,2.6200000762939455e-05,0.0027724000244140623,4.146079165953209e-06,0.01020159346735093,0.18461197386004266
53,2,raw,T8,9.866019329773817e-05,2.159999942779541e-05,0.00303710009765625,5.674760184957868e-06,0.012039609855680627,0.1967659493206351
53,2,raw,TP9,0.00010326530586915354,2.540000057220459e-05,0.0027096000976562498,4.550508697416564e-06,0.01073534832288979,0.07523237411631778
53,2,raw,CP5,9.547187589828512e-05,2.2999999999999997e-05,0.0028042999267578125,4.313943910376659e-06,0.01154058805183022,0.12710827897397545
53,2,raw,CP1,0.00010451490297832518,3.780000019073486e-05,0.002689300048828125,4.1753339192730355e-06,0.007121693271711702,0.06758256901544135
53,2,raw,CP2,9.727681247616803e-05,3.089999961853027e-05,0.0026897000732421872,3.764781365756509e-06,0.008408233859763532,0.07703085805014648
53,2,raw,CP6,9.357554940032738e-05,2.0900000810623168e-05,0.0027245,4.2506940616946155e-06,0.010929569877229295,0.0982920598881362
53,2,raw,TP10,0.00013467631383386457,2.790000057220459e-05,0.0037233999023437497,4.301941583072626e-06,0.009288610394397346,0.058594407174687925
53,2,raw,P7,9.691543320275872e-05,2.5299999237060543e-05,0.0027028000488281247,4.497039459320967e-06,0.009514729649267062,0.048858808439617644
53,2,raw,P3,9.697070552100578e-05,2.5500000357627868e-05,0.0026985999755859374,4.0170394819912736e-06,0.01088349542090788,0.05651371371151028
53,2,raw,Pz,9.830866128510622e-05,2.4600000381469726e-05,0.002763199951171875,3.7796016199092143e-06,0.009255295018288015,0.05628382621832621
53,2,raw,P4,9.455101617839139e-05,2.2500001907348633e-05,0.0027572999267578124,3.884467222859223e-06,0.010955796875443024,0.06338047162230347
53,2,raw,P8,9.775919618112057e-05,2.2000000953674313e-05,0.002732,4.047439071367119e-06,0.012271399812866823,0.041271433150733054
53,2,raw,PO9,9.644098332288977e-05,2.139999999850988e-05,0.0027712999267578125,6.833044413761188e-06,0.012905100796733675,0.06957994825974609
53,2,raw,O1,9.400514142814474e-05,2.1999999523162842e-05,0.0027819999999999998,5.546576346839934e-06,0.012628654058805183,0.05624337244723938
53,2,raw,Oz,9.818831858879605e-05,2.3699999988079072e-05,0.0027922999267578127,5.1323604482223596e-06,0.0116015481017324,0.05701897542740767
53,2,raw,O2,9.634202139226426e-05,2.1700000762939454e-05,0.002805,4.768338891423452e-06,0.011875159488502651,0.048087971862189
53,2,raw,PO10,0.0001844541348265505,2.5100000858306888e-05,0.00439589990234375,4.946591298806857e-06,0.010725424593835946,0.037109013193859564
53,2,raw,FC3,0.00010207525836106545,2.9499999046325685e-05,0.0028095,3.930771590904397e-06,0.007717117014942301,0.15328019962451506
53,2,raw,FC4,0.00013032127538040178,6.370000171661377e-05,0.003106800048828125,4.6488442712828764e-06,0.00490444866596728,0.17993847163451984
53,2,raw,C5,9.519992758068588e-05,2.2499999284744263e-05,0.0029597000732421875,4.473807222078979e-06,0.010428421560010207,0.15854403840990272
53,2,raw,C1,9.565992191625552e-05,2.680000019073486e-05,0.002665200073242187,3.695669425887481e-06,0.010721171567098585,0.07781090672071543
53,2,raw,C2,9.504797872435299e-05,2.1799999713897703e-05,0.002698699951171875,3.7394825065547403e-06,0.012902265445575434,0.08748936628356764
53,2,raw,C6,9.480084880757028e-05,2.0100000381469725e-05,0.0029885,4.792481919575068e-06,0.01384785505684879,0.11139419987394716
53,2,raw,CP3,9.99046428817899e-05,3.149999928474426e-05,0.0026850999755859374,3.990162391126661e-06,0.008806600697496385,0.08947559172776594
53,2,raw,CPz,9.87787077931478e-05,3.139999961853027e-05,0.0026800999755859376,3.799017622428625e-06,0.008660580112846976,0.06768583345805071
53,2,raw,CP4,9.446606288582276e-05,2.310000085830688e-05,0.0027014000244140624,3.98207326586533e-06,0.01172205052595764,0.12738379143767825
53,2,raw,P1,9.584910863724526e-05,2.9900000572204588e-05,0.0026955,3.902899219300217e-06,0.009514020811477501,0.058820489042740155
53,2,raw,P2,9.811737037456538e-05,2.7600000381469724e-05,0.002729299926757812,3.821171297392806e-06,0.008295528651223454,0.06070997898588497
53,2,raw,POz,0.00010009711415037298,3.159999990463257e-05,0.0027487000732421872,4.064616352605676e-06,0.008413195724290454,0.046691175747158
53,2,raw,FT9,9.430421271873775e-05,1.9599999427795412e-05,0.0026552999267578127,4.361250788446562e-06,0.014568743088831552,0.07900345815287975
53,2,raw,FTT9h,9.481928150648457e-05,2.3499998092651364e-05,0.0030232000732421877,5.57568429585077e-06,0.009606169724120333,0.1863237578291324
53,2,raw,TTP7h,9.570702451157083e-05,2.2899999618530273e-05,0.0027235000000000002,4.702060945139004e-06,0.012077178258527319,0.08313842759647287
53,2,raw,TP7,9.331070546095215e-05,2.0500000476837157e-05,0.002685199951171875,4.785669843097054e-06,0.013198559641611613,0.058705613817301265
53,2,raw,TPP9h,9.692564868562023e-05,2.1000000000000002e-05,0.0027295999755859376,4.410999540075233e-06,0.009305622501346792,0.05431780148385876
53,2,raw,FT10,0.00010059403736082818,2.3600001335144043e-05,0.002778599975585937,4.391521587331682e-06,0.010875698205222717,0.05192317201397357
53,2,raw,FTT10h,9.899923009324055e-05,2.2499999046325684e-05,0.0028445999755859373,4.771092088817651e-06,0.010345487538631659,0.10352414889893759
53,2,raw,TPP8h,9.476731302110617e-05,2.0699998855590822e-05,0.003109,6.093303960465188e-06,0.010891292636593043,0.11515028117878429
53,2,raw,TP8,9.227574750915795e-05,1.7600000381469725e-05,0.0028605999755859377,4.470197887224289e-06,0.016069352689330574,0.07562134788605142
53,2,raw,TPP10h,9.710377192970544e-05,2.0699999809265136e-05,0.0027304000244140624,4.039954167088856e-06,0.01243797669341348,0.041539722031110435
53,2,raw,F9,9.813013049731862e-05,2.1399999618530274e-05,0.0026385,4.153103685656309e-06,0.01342822308542913,0.05176344363135179
53,2,raw,F10,0.0001891183852550473,2.4099999427795407e-05,0.0047305,4.552468629495071e-06,0.011888627406504296,0.024299730964756044
53,2,raw,AF7,0.00011576438183465573,3.0199999809265137e-05,0.0026509000244140622,3.908410510491868e-06,0.00950905894695058,0.029311761991471258
53,2,raw,AF3,0.0001100141215005008,2.7599998474121096e-05,0.002704300048828125,4.027361157783935e-06,0.009012163656468853,0.04622687853147373
53,2,raw,AF4,0.00011664259762604834,2.85e-05,0.0027631000976562495,5.677803575405646e-06,0.0004770478323740395,0.05566226356885227
53,2,raw,AF8,0.00019541748397969492,3.9500001430511476e-05,0.0038485999755859374,4.531830524026937e-06,0.007274093396467152,0.039237574850937824
53,2,raw,PO3,9.611093462303948e-05,2.1600000381469728e-05,0.002735300048828125,4.202602075592296e-06,0.012179250900223993,0.04395163597989238
53,2,raw,PO4,9.418645324965979e-05,2.3e-05,0.002745,4.057188011269511e-06,0.010777878590263404,0.04056234860294751
54,1,raw,Fp1,0.0001370843914323147,4.9800003051757805e-05,0.00295039990234375,8.056865505431963e-06,0.00449194358989979,0.10100029189142477
54,1,raw,Fp2,0.0003485870485674675,7.239999961853027e-05,0.004406699951171875,7.08751254950349e-06,0.0038028083214035513,0.059924313831197375
54,1,raw,F7,0.0001167601260323451,4.979999923706054e-05,0.0016405999755859375,9.304944567352477e-06,0.005168133776004386,0.1885095118984636
54,1,raw,F3,8.210744042555493e-05,4.080000078678131e-05,0.0010140999755859374,6.699946693936669e-06,0.007021564984313606,0.11120048672875814
54,1,raw,Fz,6.048928906295854e-05,3.139999842643738e-05,0.0008991000061035156,5.511847498788236e-06,0.008657975693704122,0.10181445854746798
54,1,raw,F4,6.8331913994834e-05,3.5399999618530276e-05,0.0012144999999999999,8.409809714408553e-06,0.0059920501964606625,0.18636756377163793
54,1,raw,F8,7.834831228575611e-05,3.899999928474426e-05,0.0012588999633789061,8.306974661993718e-06,0.0070733453138801744,0.204239268427055
54,1,raw,FC5,7.089884026148811e-05,3.6400000810623165e-05,0.0017977999267578125,8.548528488883744e-06,0.005679083792756846,0.16713649684151158
54,1,raw,FC1,5.0391367243076816e-05,2.8399999141693115e-05,0.0009131000061035155,5.654898687844906e-06,0.00689972891474521,0.14608093791942708
54,1,raw,FC2,4.912788821804883e-05,2.8099999904632566e-05,0.0010676000061035156,6.496976862924972e-06,0.01006137492004508,0.16899339551949996
54,1,raw,FC6,5.465070374389967e-05,3.060000038146972e-05,0.0017286000366210936,1.0459987479991495e-05,0.008964088818494715,0.1850157639985798
54,1,raw,T7,0.00010921659577618616,4.8700000762939446e-05,0.0016249000244140624,8.4640627499359e-06,0.005459778867533733,0.1718043915136343
54,1,raw,C3,5.269848476079801e-05,3.059999942779541e-05,0.0017159999999999999,6.967820935630558e-06,0.00777390271389845,0.18305737042288497
54,1,raw,Cz,4.761408436380934e-05,2.9799995422363274e-05,0.0008027000122070312,5.978955924455786e-06,0.006764947762785172,0.17359740012196606
